holiday_No Holiday,functioning_day_Yes,visibility,seasons,count_transformed,temp_transformed,humidity_transformed,wind_speed_transformed,dew_point_temp_transformed,solar_radiation_transformed,rainfall_transformed,snowfall_transformed
0.23202281453806542,0.1825472634451966,-2.22416747748384,-1.3521711084363925,5.8916442118257715,-0.28617838235005344,0.2761422361100551,-1.092839224553204,-0.06736751577324505,0.7520746323563742,-0.1360674205782174,-0.17466432846808103
0.23202281453806542,0.1825472634451966,0.7462587389813918,1.3373317660921522,7.9676267393338165,1.1963562088311377,0.03960078351308077,0.6591327017254139,1.032952381872109,0.31629588323089297,-0.1360674205782174,-0.17466432846808103
0.23202281453806542,0.1825472634451966,0.7400823225298526,1.3373317660921522,6.634633357861686,1.2906604969651894,0.03960078351308077,-0.014931869865395065,1.107516098374,0.36232044591728535,-0.03524243047184245,-0.17466432846808103
0.23202281453806542,0.1825472634451966,0.5396041836140021,-0.45567015026021096,6.692083742506628,0.2483419819444398,-1.5317178128235205,-1.092839224553204,-0.3923349629296053,1.8611742359723127,-0.1360674205782174,-0.17466432846808103
0.23202281453806542,0.1825472634451966,0.7462587389813918,0.4408308079159707,7.382746449738912,0.044572843049473496,-0.4685866799413782,-0.6000057532466966,-0.07461060699758541,-0.6586769237335195,-0.1360674205782174,-0.17466432846808103
0.23202281453806542,0.1825472634451966,0.7462587389813918,-0.45567015026021096,7.029972911706386,0.696004637903883,-1.2138660936927639,3.8100884697988433,0.15043302555946134,0.9232032125534702,-0.1360674205782174,-0.17466432846808103
-4.309920996307637,0.1825472634451966,0.7462587389813918,0.4408308079159707,7.340835554123275,0.7933033189611757,-0.15773194482300265,0.9452653163253437,0.6478181767321598,-0.14595161053626104,-0.1360674205782174,-0.17466432846808103
0.23202281453806542,0.1825472634451966,0.7462587389813918,1.3373317660921522,6.901737206656574,1.4015159876410597,-0.009032039577730952,0.17858481918450972,1.1806115164646604,0.40830883998487577,-0.1360674205782174,-0.17466432846808103
0.23202281453806542,0.1825472634451966,0.7462587389813918,0.4408308079159707,7.198931240688173,0.7587717855086998,0.886182697588203,-0.3066150996806811,0.9403497628497931,0.7292196316990239,-0.1360674205782174,-0.17466432846808103
0.23202281453806542,-5.478033365864261,0.7462587389813918,0.4408308079159707,3.912023005428146,0.23296028808634778,-0.5222592597839241,0.46746608115525756,0.053650703585101156,-0.6586769237335195,-0.1360674205782174,-0.17466432846808103
0.23202281453806542,-5.478033365864261,-1.0610379595027786,0.4408308079159707,3.912023005428146,-0.15955643561358632,0.967749070018895,-1.6907082644180251,0.25803717056494374,-0.6586769237335195,-0.1360674205782174,-0.17466432846808103
0.23202281453806542,0.1825472634451966,0.7462587389813918,-1.3521711084363925,5.627621113690637,-1.360330342081494,-2.4629306267278315,0.46746608115525756,-2.7955418469705444,0.3853191604751679,-0.1360674205782174,-0.17466432846808103
0.23202281453806542,0.1825472634451966,-3.6021417065781014,-1.3521711084363925,4.718498871295094,-0.885104935863452,1.5053497827584654,-0.99388408836231,-0.13306981635391346,-0.6586769237335195,-0.1360674205782174,1.9298515684448354
0.23202281453806542,0.1825472634451966,0.2633946583528624,1.3373317660921522,6.558197802812269,1.5039927263188562,-0.2082626637229238,1.0402810039276111,1.1960893001451645,1.8499623902747468,-0.1360674205782174,-0.17466432846808103
0.23202281453806542,0.1825472634451966,-1.6153093318130443,-1.3521711084363925,6.129050210060545,-0.6039016468665083,0.03960078351308077,-0.6981855303800055,-0.40816476548873715,-0.6586769237335195,-0.1360674205782174,-0.17466432846808103
0.23202281453806542,-5.478033365864261,0.16997127698436004,0.4408308079159707,3.912023005428146,-0.019841959396307497,1.3947543151392672,0.8500691619715744,0.48931436138739776,-0.6586769237335195,-0.1360674205782174,-0.17466432846808103
0.23202281453806542,0.1825472634451966,-1.2714420305460519,-0.45567015026021096,6.322565239927284,0.5680439695361841,1.2050130388484837,-0.1119711261216497,0.8847786191214891,-0.6586769237335195,-0.1360674205782174,-0.17466432846808103
0.23202281453806542,0.1825472634451966,0.7331041347184973,-1.3521711084363925,5.659482215759621,-1.5330495990169242,-0.3108275520102633,-0.99388408836231,-1.3308807534022005,-0.6586769237335195,-0.1360674205782174,-0.17466432846808103
